Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date
ACCID1474,457658,444451,-1.124139,53.893039,3,1,1,07/12/2015
ACCID1475,458302,448979,-1.11348,53.933659,3,1,1,08/12/2015
ACCID1476,461035,451792,-1.071297,53.958624,3,2,2,08/12/2015
ACCID1477,460439,451742,-1.080389,53.958245,3,1,1,06/12/2015
ACCID1478,461222,452655,-1.068275,53.966357,3,2,1,09/12/2015
ACCID1479,458639,455446,-1.107106,53.991738,3,5,1,10/12/2015
ACCID1480,460314,453195,-1.082007,53.971317,3,2,1,11/12/2015
ACCID1481,458386,451843,-1.111654,53.959388,2,2,1,11/12/2015
ACCID1482,458230,452038,-1.113994,53.961157,3,1,1,10/12/2015
ACCID1483,461839,451304,-1.059145,53.954143,3,2,1,11/12/2015
ACCID1484,459122,455680,-1.099695,53.993786,3,2,1,14/12/2015
ACCID1485,459657,451348,-1.092382,53.954794,3,2,1,15/12/2015
ACCID1486,456833,451536,-1.135376,53.956801,2,1,1,18/12/2015
ACCID1487,460833,452083,-1.074318,53.961263,3,2,1,18/12/2015
ACCID1488,460635,457606,-1.076238,54.010919,3,2,1,11/12/2015
ACCID1489,461069,451694,-1.070799,53.957739,3,2,1,15/12/2015
ACCID1490,459374,455361,-1.095914,53.99089,3,2,1,21/12/2015
ACCID1491,464500,456245,-1.017557,53.998221,3,1,1,23/12/2015
ACCID1492,461274,451510,-1.067712,53.956062,3,1,1,23/12/2015
ACCID1493,456005,447783,-1.14868,53.923164,3,2,1,24/12/2015
ACCID1494,460480,451350,-1.079825,53.954716,3,1,1,01/01/2008
ACCID1495,456320,453340,-1.142845,53.973068,3,1,1,01/01/2008
ACCID1496,460830,457550,-1.073256,54.010392,3,2,1,22/04/2008
ACCID1497,461860,456600,-1.057734,54.001733,3,2,1,22/04/2008
ACCID1498,457940,448970,-1.118978,53.933617,3,1,1,22/04/2008
ACCID1499,464120,455260,-1.023542,53.989416,3,2,1,22/04/2008
ACCID1500,460480,451900,-1.079716,53.959659,3,1,1,24/04/2008
ACCID1501,462480,448240,-1.049987,53.92653,3,1,1,24/04/2008
ACCID1502,461860,455840,-1.057888,53.994903,3,2,1,24/04/2008
ACCID1503,459570,455000,-1.092979,53.987623,3,2,1,24/04/2008
ACCID1504,457020,451420,-1.132533,53.955737,3,1,1,24/04/2008
ACCID1505,459960,451900,-1.08764,53.959719,3,2,1,24/04/2008
ACCID1506,461970,459310,-1.055505,54.026073,3,1,3,25/04/2008
ACCID1507,460850,457750,-1.072911,54.012187,2,4,3,25/04/2008
ACCID1508,459570,451250,-1.09371,53.953923,3,2,1,29/04/2008
ACCID1509,457570,452490,-1.12395,53.965292,3,2,1,30/04/2008
ACCID1510,462730,454710,-1.044852,53.984643,2,2,2,30/04/2008
ACCID1511,459060,455420,-1.100674,53.991456,3,2,1,30/04/2008
ACCID1512,460930,454930,-1.072254,53.986835,3,2,1,02/01/2008
ACCID1513,457250,454570,-1.128438,53.98402,3,4,4,03/05/2008
ACCID1514,459530,458420,-1.092921,54.018362,2,2,1,03/05/2008
ACCID1515,469810,450920,-0.937767,53.949679,2,2,1,06/05/2008
ACCID1516,459170,450680,-1.099915,53.948846,2,1,1,07/05/2008
ACCID1517,464120,455270,-1.02354,53.989506,3,2,1,07/05/2008
ACCID1518,459340,448380,-1.097772,53.928157,3,1,1,08/05/2008
ACCID1519,459700,451750,-1.091632,53.958401,3,1,1,10/05/2008
ACCID1520,461750,453550,-1.060029,53.974337,3,1,1,10/05/2008
ACCID1521,458750,449710,-1.1065,53.940176,3,2,2,10/05/2008
ACCID1522,467520,453740,-0.972031,53.975324,3,1,1,11/05/2008
ACCID1523,460420,448310,-1.08134,53.927403,3,2,1,10/05/2008
ACCID1524,461250,452670,-1.067828,53.966488,3,1,1,12/05/2008
ACCID1525,457590,452480,-1.123648,53.9652,3,2,1,30/05/2008
ACCID1526,457030,451410,-1.132382,53.955646,2,1,1,13/05/2008
ACCID1527,468400,451270,-0.95917,53.953012,2,2,1,15/05/2008
ACCID1528,460130,450640,-1.085298,53.948376,3,2,1,15/05/2008
ACCID1529,463640,446340,-1.032719,53.909314,3,2,3,16/05/2008
ACCID1530,462770,448370,-1.045544,53.927663,1,1,1,17/05/2008
ACCID1531,458720,453990,-1.106135,53.978643,3,2,1,11/05/2008
ACCID1532,461440,452760,-1.064914,53.967274,3,2,1,19/05/2008
ACCID1533,459750,453700,-1.090488,53.975919,3,2,1,03/01/2008
ACCID1534,460940,449400,-1.073205,53.937138,3,3,3,03/01/2008
ACCID1535,459540,455850,-1.09327,53.995265,3,2,1,21/05/2008
ACCID1536,460480,451350,-1.079825,53.954716,3,1,2,19/05/2008
ACCID1537,462620,458600,-1.04573,54.019615,3,2,1,22/05/2008
ACCID1538,462850,452650,-1.043446,53.966116,3,2,1,22/05/2008
ACCID1539,459480,451890,-1.094957,53.959684,3,2,1,23/05/2008
ACCID1540,455740,447490,-1.152753,53.920558,3,2,1,22/05/2008
ACCID1541,467160,444440,-0.97956,53.891796,2,2,3,26/05/2008
ACCID1542,461010,453890,-1.071242,53.97748,3,2,3,27/05/2008
ACCID1543,461060,451410,-1.070976,53.955187,2,1,1,28/05/2008
ACCID1544,462330,446830,-1.052558,53.913877,3,4,2,28/05/2008
ACCID1545,460460,452360,-1.07993,53.963795,3,2,1,30/05/2008
ACCID1546,457400,451380,-1.12675,53.955336,3,1,1,31/05/2008
ACCID1547,469850,447640,-0.937907,53.920198,3,1,1,31/05/2008
ACCID1548,459690,451720,-1.09179,53.958133,3,1,1,02/06/2008
ACCID1549,461260,451560,-1.067898,53.956511,3,1,1,02/06/2008
ACCID1550,457710,454830,-1.121374,53.986306,3,2,2,02/06/2008
ACCID1551,460590,453220,-1.077778,53.971508,3,2,1,03/06/2008
ACCID1552,457270,450800,-1.128839,53.950138,2,2,1,03/06/2008
ACCID1553,462880,455690,-1.042363,53.993432,3,2,2,03/06/2008
ACCID1554,459910,445130,-1.089727,53.898884,3,2,2,04/06/2008
ACCID1555,461210,459340,-1.067099,54.026434,2,1,1,04/06/2008
ACCID1556,460390,451930,-1.081082,53.959939,3,1,1,04/06/2008
ACCID1557,460200,452400,-1.083885,53.964184,3,1,1,05/06/2008
ACCID1558,461010,451100,-1.071799,53.952407,2,2,1,05/06/2008
ACCID1559,462920,455210,-1.041852,53.989114,3,1,1,06/06/2008
ACCID1560,460390,451490,-1.081169,53.955984,3,2,1,06/06/2008
ACCID1561,461090,451400,-1.070521,53.955094,3,2,2,08/06/2008
ACCID1562,459650,451650,-1.092413,53.957508,3,2,1,09/06/2008
ACCID1563,458790,452380,-1.105378,53.964167,3,2,1,09/06/2008
ACCID1564,460420,451510,-1.080708,53.956161,3,1,1,12/06/2008
ACCID1565,460120,450910,-1.085397,53.950804,3,2,1,12/06/2008
ACCID1566,460900,458100,-1.072078,54.015327,3,2,1,12/06/2008
ACCID1567,457520,451420,-1.124914,53.955682,3,1,1,13/06/2008
ACCID1568,458720,454920,-1.105956,53.987001,2,2,1,14/06/2008
ACCID1569,460810,454330,-1.074204,53.981458,3,2,1,10/06/2008
ACCID1570,458060,452220,-1.116534,53.962811,3,2,1,16/06/2008
ACCID1571,465050,451730,-1.010112,53.957577,3,2,1,16/06/2008
ACCID1572,458680,449840,-1.107542,53.941353,2,2,1,17/06/2008
ACCID1573,458450,451740,-1.110682,53.958454,3,3,1,18/06/2008
ACCID1574,459470,454930,-1.094517,53.987005,3,3,1,18/06/2008
ACCID1575,456440,447510,-1.142092,53.920662,3,2,1,20/06/2008
ACCID1576,461550,452810,-1.063227,53.96771,3,2,1,21/06/2008
ACCID1577,458230,452010,-1.113983,53.960905,3,2,1,23/06/2008
ACCID1578,460120,451620,-1.085257,53.957184,3,2,1,23/06/2008
ACCID1579,456350,446360,-1.143673,53.910337,3,2,1,23/06/2008
ACCID1580,460120,452080,-1.085167,53.961318,3,2,1,24/06/2008
ACCID1581,465130,451610,-1.008919,53.956489,2,2,1,24/06/2008
ACCID1582,454010,453610,-1.178011,53.975741,2,3,5,26/06/2008
ACCID1583,462050,447140,-1.056757,53.916696,3,2,1,22/06/2008
ACCID1584,457200,451780,-1.129723,53.958953,3,2,1,30/06/2008
ACCID1585,464810,456680,-1.012718,54.002091,3,2,1,01/07/2008
ACCID1586,460480,451910,-1.079714,53.959748,3,2,1,02/07/2008
ACCID1587,459600,451290,-1.093245,53.954279,3,2,1,02/07/2008
ACCID1588,460990,458210,-1.070683,54.016305,2,2,1,05/07/2008
ACCID1589,458860,447160,-1.105315,53.917247,3,1,2,06/07/2008
ACCID1590,459830,453700,-1.089269,53.97591,3,2,1,06/07/2008
ACCID1591,455970,447740,-1.149205,53.92278,3,4,1,07/07/2008
ACCID1592,461550,452840,-1.063221,53.96798,3,1,1,08/07/2008
ACCID1593,470220,450990,-0.931505,53.950252,2,4,1,08/07/2008
ACCID1594,460040,448400,-1.087108,53.928256,3,2,1,06/01/2008
ACCID1595,456820,451000,-1.135658,53.951985,3,2,1,11/07/2008
ACCID1596,460880,454630,-1.073076,53.984145,3,2,1,11/07/2008
ACCID1597,464160,454990,-1.022989,53.986984,3,2,1,11/07/2008
ACCID1598,460530,458250,-1.077694,54.016718,3,1,1,14/07/2008
ACCID1599,461180,448440,-1.069741,53.928482,3,2,1,17/07/2008
ACCID1600,461520,452560,-1.063735,53.965467,3,2,1,21/07/2008
ACCID1601,454170,446760,-1.176785,53.914163,3,1,1,22/07/2008
ACCID1602,463330,456360,-1.035361,53.999398,3,4,2,22/07/2008
ACCID1603,467030,452590,-0.979753,53.965053,3,2,1,22/07/2008
ACCID1604,465050,451660,-1.010127,53.956948,3,2,1,22/07/2008
ACCID1605,458740,449710,-1.106653,53.940178,3,2,1,23/07/2008
ACCID1606,460800,457330,-1.073758,54.008419,3,2,2,25/07/2008
ACCID1607,459710,451420,-1.091544,53.955434,3,2,1,07/01/2008
ACCID1608,459490,452830,-1.094622,53.968131,3,1,1,07/01/2008
ACCID1609,457940,449970,-1.118789,53.942604,3,2,1,25/07/2008
ACCID1610,458830,448230,-1.105566,53.926867,3,2,1,07/01/2008
ACCID1611,467220,452380,-0.976904,53.963141,3,2,3,07/01/2008
ACCID1612,460030,452000,-1.086554,53.96061,3,2,1,26/07/2008
ACCID1613,460010,451960,-1.086867,53.960252,3,1,1,26/07/2008
ACCID1614,459580,447630,-1.094263,53.921389,3,2,1,26/07/2008
ACCID1615,467550,453770,-0.971567,53.97559,3,2,1,27/07/2008
ACCID1616,460580,452270,-1.078119,53.962972,3,2,1,28/07/2008
ACCID1617,461090,451400,-1.070521,53.955094,3,2,1,29/07/2008
ACCID1618,467530,448920,-0.972944,53.932008,2,1,1,29/07/2008
ACCID1619,459750,452570,-1.09071,53.965764,3,2,1,02/08/2008
ACCID1620,464350,450010,-1.021141,53.942208,3,2,2,02/08/2008
ACCID1621,460750,450940,-1.075793,53.951,3,2,1,03/08/2008
ACCID1622,460880,450390,-1.073922,53.946042,3,2,1,04/08/2008
ACCID1623,457560,451260,-1.124335,53.95424,3,2,1,05/08/2008
ACCID1624,460020,453880,-1.086337,53.977506,3,2,1,03/08/2008
ACCID1625,459620,451320,-1.092935,53.954546,3,2,1,06/08/2008
ACCID1626,461630,448050,-1.062967,53.924924,3,1,1,08/08/2008
ACCID1627,456280,445780,-1.144845,53.905132,3,1,1,09/08/2008
ACCID1628,468750,448200,-0.954527,53.925377,3,2,1,08/01/2008
ACCID1629,457040,451230,-1.132263,53.954027,3,2,1,08/01/2008
ACCID1630,462600,454370,-1.046904,53.981604,3,2,1,11/08/2008
ACCID1631,457810,451480,-1.120484,53.956189,3,2,1,12/08/2008
ACCID1632,459370,455360,-1.095959,53.990881,3,2,1,14/08/2008
ACCID1633,461320,448150,-1.067668,53.92586,3,2,1,14/08/2008
ACCID1634,458760,450110,-1.106271,53.94377,3,2,1,15/08/2008
ACCID1635,459820,458470,-1.088485,54.018778,2,2,1,16/08/2008
ACCID1636,459360,451220,-1.096916,53.953677,2,2,1,16/08/2008
ACCID1637,457750,450890,-1.121509,53.950893,2,2,2,19/08/2008
ACCID1638,460930,452180,-1.072803,53.962122,3,2,1,19/08/2008
ACCID1639,465200,458540,-1.006371,54.018756,2,2,3,21/08/2008
ACCID1640,460310,453850,-1.081922,53.977202,3,2,1,20/08/2008
ACCID1641,455000,453550,-1.162929,53.975098,3,2,1,23/08/2008
ACCID1642,459670,452640,-1.091915,53.966403,3,3,2,23/08/2008
ACCID1643,457610,451900,-1.123452,53.959986,2,1,1,23/08/2008
ACCID1644,464110,455270,-1.023692,53.989507,3,2,2,23/08/2008
ACCID1645,459470,445980,-1.096258,53.906573,3,1,2,25/08/2008
ACCID1646,458780,454900,-1.105045,53.986814,3,2,1,19/10/2008
ACCID1647,463070,460170,-1.038537,54.033669,3,2,2,26/08/2008
ACCID1648,461090,451390,-1.070523,53.955004,3,3,2,09/01/2008
ACCID1649,460050,453510,-1.085952,53.974177,3,2,1,28/08/2008
ACCID1650,460430,448310,-1.081188,53.927402,3,2,1,29/08/2008
ACCID1651,457450,447790,-1.126662,53.923067,2,1,1,29/08/2008
ACCID1652,464370,453550,-1.02009,53.974018,1,1,1,31/08/2008
ACCID1653,457680,450220,-1.122702,53.94488,3,2,1,02/09/2008
ACCID1654,458700,451400,-1.106938,53.95537,3,2,2,03/09/2008
ACCID1655,459480,452840,-1.094772,53.968222,3,2,1,04/09/2008
ACCID1656,463260,453940,-1.03693,53.977659,3,3,1,06/09/2008
ACCID1657,464950,451210,-1.011747,53.952917,1,2,2,06/09/2008
ACCID1658,458180,448430,-1.115426,53.928738,3,2,1,08/09/2008
ACCID1659,458140,452130,-1.115332,53.961993,3,2,1,09/09/2008
ACCID1660,460580,453120,-1.07795,53.970611,3,3,1,09/09/2008
ACCID1661,460350,451650,-1.081747,53.957427,3,1,1,11/09/2008
ACCID1662,459650,452650,-1.092218,53.966495,3,2,1,11/09/2008
ACCID1663,460750,451040,-1.075773,53.951898,3,1,1,12/09/2008
ACCID1664,467450,453670,-0.973114,53.974704,3,2,1,13/09/2008
ACCID1665,462290,451800,-1.052155,53.958545,3,1,1,13/09/2008
ACCID1666,460870,449750,-1.074201,53.940291,3,1,1,14/09/2008
ACCID1667,467110,458530,-0.977227,54.018422,3,2,1,10/01/2008
ACCID1668,459350,451220,-1.097068,53.953678,3,2,1,10/01/2008
ACCID1669,461840,451230,-1.059127,53.953477,2,3,1,10/01/2008
ACCID1670,458500,450980,-1.110065,53.951618,3,2,1,15/09/2008
ACCID1671,459610,451310,-1.093089,53.954457,2,1,1,16/09/2008
ACCID1672,460260,452620,-1.082927,53.966155,3,2,1,17/09/2008
ACCID1673,457720,452280,-1.121704,53.963388,3,2,1,17/09/2008
ACCID1674,464120,455480,-1.023496,53.991393,3,2,2,16/09/2008
ACCID1675,467250,444520,-0.978173,53.892503,3,1,2,19/09/2008
ACCID1676,460470,451790,-1.07989,53.958671,3,1,1,19/09/2008
ACCID1677,460090,451730,-1.085693,53.958176,3,2,1,20/09/2008
ACCID1678,461020,451820,-1.071503,53.958876,3,2,1,15/09/2008
ACCID1679,462840,459310,-1.042226,54.025968,3,3,2,24/09/2008
ACCID1680,462760,443670,-1.046659,53.885427,3,2,1,24/09/2008
ACCID1681,456540,448910,-1.140311,53.933233,3,3,2,25/09/2008
ACCID1682,464110,455450,-1.023655,53.991124,2,2,1,26/09/2008
ACCID1683,460880,450130,-1.073973,53.943705,3,2,1,27/09/2008
ACCID1684,461270,451340,-1.06779,53.954533,2,2,1,27/09/2008
ACCID1685,457740,455030,-1.120879,53.9881,3,3,1,29/09/2008
ACCID1686,460060,450110,-1.086468,53.943621,3,2,1,29/09/2008
ACCID1687,457510,450470,-1.125245,53.947145,3,2,1,01/10/2008
ACCID1688,462660,445400,-1.047827,53.900986,3,2,1,11/01/2008
ACCID1689,457670,454800,-1.12199,53.986041,3,2,1,02/10/2008
ACCID1690,464940,451700,-1.011795,53.957321,3,3,1,02/10/2008
ACCID1691,457220,451220,-1.129523,53.953918,3,2,1,03/10/2008
ACCID1692,456860,452190,-1.134827,53.962675,3,2,1,04/10/2008
ACCID1693,460130,450940,-1.085239,53.951072,3,2,1,06/10/2008
ACCID1694,460480,451350,-1.079825,53.954716,3,2,1,08/10/2008
ACCID1695,461510,452560,-1.063887,53.965468,2,1,4,08/10/2008
ACCID1696,460130,451630,-1.085103,53.957273,2,1,1,09/10/2008
ACCID1697,460450,457410,-1.079082,54.009179,3,1,1,10/10/2008
ACCID1698,458630,452580,-1.107778,53.965982,2,3,1,14/10/2008
ACCID1699,458310,448960,-1.113345,53.933486,3,1,1,14/10/2008
ACCID1700,466280,457910,-0.990027,54.012958,3,2,2,11/10/2008
ACCID1701,458150,448470,-1.115875,53.9291,3,1,1,14/10/2008
ACCID1702,459340,458400,-1.095824,54.018204,2,2,2,14/10/2008
ACCID1703,458490,451420,-1.110134,53.955573,3,2,1,15/10/2008
ACCID1704,459380,451030,-1.096648,53.951967,3,2,1,16/10/2008
ACCID1705,460100,452260,-1.085436,53.962938,3,2,1,16/10/2008
ACCID1706,460370,452820,-1.081211,53.967939,3,2,1,16/10/2008
ACCID1707,468740,448200,-0.954679,53.925379,3,2,1,16/10/2008
ACCID1708,457750,452370,-1.12123,53.964194,3,4,3,18/10/2008
ACCID1709,457020,451420,-1.132533,53.955737,3,1,1,17/10/2008
ACCID1710,468540,454830,-0.956237,53.984985,1,2,1,18/10/2008
ACCID1711,466290,452900,-0.990964,53.967934,3,1,1,19/10/2008
ACCID1712,456940,452980,-1.133461,53.969765,3,2,1,21/10/2008
ACCID1713,457680,450230,-1.1227,53.94497,3,2,1,21/10/2008
ACCID1714,461110,454990,-1.069497,53.987353,3,2,1,22/10/2008
ACCID1715,459830,451660,-1.089669,53.957577,3,1,1,23/10/2008
ACCID1716,460130,451620,-1.085105,53.957183,3,2,1,23/10/2008
ACCID1717,461890,448050,-1.059009,53.924893,3,1,2,24/10/2008
ACCID1718,460110,450570,-1.085616,53.947749,3,2,1,24/10/2008
ACCID1719,462050,447140,-1.056757,53.916696,3,2,1,14/10/2008
ACCID1720,463690,449020,-1.0314,53.933392,3,1,2,24/10/2008
ACCID1721,459440,451050,-1.09573,53.95214,3,1,1,24/10/2008
ACCID1722,460590,453230,-1.077776,53.971598,2,2,1,24/10/2008
ACCID1723,456940,452990,-1.133459,53.969855,3,2,1,25/10/2008
ACCID1724,461040,453390,-1.070885,53.972983,3,1,2,26/10/2008
ACCID1725,456050,450450,-1.147491,53.947126,2,1,2,26/10/2008
ACCID1726,458040,452250,-1.116833,53.963083,3,3,1,27/10/2008
ACCID1727,460890,450720,-1.073703,53.949006,2,2,1,27/10/2008
ACCID1728,465610,461720,-0.999428,54.047281,2,1,1,27/10/2008
ACCID1729,456460,446770,-1.141924,53.914009,3,2,1,27/10/2008
ACCID1730,461270,452680,-1.067521,53.966575,3,2,1,28/10/2008
ACCID1731,451600,452100,-1.215007,53.962416,3,1,1,30/10/2008
ACCID1732,461870,456200,-1.057663,53.998137,3,2,1,30/10/2008
ACCID1733,460000,455180,-1.086386,53.989191,3,3,2,31/10/2008
ACCID1734,463570,458460,-1.031262,54.01824,2,1,4,31/10/2008
ACCID1735,459980,451730,-1.087369,53.958189,3,1,1,01/10/2008
ACCID1736,465200,452170,-1.007733,53.961512,3,2,2,01/11/2008
ACCID1737,464180,454760,-1.022732,53.984915,3,2,1,01/11/2008
ACCID1738,459210,452970,-1.098862,53.969421,3,2,1,01/11/2008
ACCID1739,467590,448890,-0.972037,53.93173,3,1,1,01/11/2008
ACCID1740,462660,445400,-1.047827,53.900986,3,1,1,03/11/2008
ACCID1741,463050,460580,-1.038758,54.037356,3,3,2,08/11/2008
ACCID1742,462080,451260,-1.055464,53.953718,3,2,1,04/11/2008
ACCID1743,460260,451590,-1.08313,53.956898,2,1,1,30/10/2008
ACCID1744,460310,451260,-1.082433,53.953927,2,1,1,05/11/2008
ACCID1745,457080,455660,-1.130826,53.993835,3,2,1,05/11/2008
ACCID1746,457960,449150,-1.11864,53.935233,3,1,1,06/11/2008
ACCID1747,461860,452370,-1.058592,53.963719,3,3,1,07/11/2008
ACCID1748,464850,456740,-1.012095,54.002625,3,3,2,07/11/2008
ACCID1749,457820,452350,-1.120167,53.964006,3,1,1,07/11/2008
ACCID1750,461090,452600,-1.070281,53.965878,1,2,1,07/11/2008
ACCID1751,457000,447670,-1.133536,53.922038,3,3,2,08/11/2008
ACCID1752,460020,451640,-1.086777,53.957375,3,1,1,08/11/2008
ACCID1753,464340,453260,-1.020609,53.971415,3,3,1,09/11/2008
ACCID1754,456370,453440,-1.142064,53.973962,3,2,1,11/11/2008
ACCID1755,457010,451110,-1.132743,53.952952,2,1,1,13/11/2008
ACCID1756,456200,453080,-1.144722,53.970745,3,2,2,13/11/2008
ACCID1757,459670,451480,-1.092142,53.955978,3,2,1,14/11/2008
ACCID1758,457920,452320,-1.118648,53.963725,3,2,1,17/11/2008
ACCID1759,459300,453930,-1.097304,53.978038,3,2,1,18/11/2008
ACCID1760,457260,455290,-1.12815,53.99049,3,2,1,20/11/2008
ACCID1761,458230,451400,-1.114099,53.955423,3,2,1,20/11/2008
ACCID1762,461150,454120,-1.069062,53.97953,3,3,1,20/11/2008
ACCID1763,464100,455280,-1.023843,53.989598,3,2,3,21/11/2008
ACCID1764,467250,453440,-0.976213,53.972663,3,2,2,22/11/2008
ACCID1765,468340,451290,-0.960079,53.9532,3,3,2,14/01/2008
ACCID1766,462640,458660,-1.045412,54.020151,3,2,1,14/01/2008
ACCID1767,459810,452510,-1.089807,53.965218,3,2,1,14/01/2008
ACCID1768,455650,451510,-1.153392,53.956695,3,2,1,23/11/2008
ACCID1769,460040,452300,-1.086343,53.963304,3,2,1,14/01/2008
ACCID1770,460540,453370,-1.078511,53.972862,3,1,1,14/01/2008
ACCID1771,461930,451280,-1.057746,53.953915,2,3,2,23/11/2008
ACCID1772,457410,451400,-1.126594,53.955514,3,2,1,14/01/2008
ACCID1773,461240,452650,-1.067984,53.966309,3,2,1,24/11/2008
ACCID1774,459690,451900,-1.091755,53.95975,2,1,2,24/11/2008
ACCID1775,460660,451290,-1.077094,53.954156,3,2,1,24/11/2008
ACCID1776,463460,451830,-1.03432,53.958673,3,1,1,25/11/2008
ACCID1777,458070,452210,-1.116383,53.96272,3,2,1,27/11/2008
ACCID1778,459670,450580,-1.092317,53.94789,3,2,1,07/11/2008
ACCID1779,464600,450390,-1.017252,53.945591,3,1,1,28/11/2008
ACCID1780,457040,451230,-1.132263,53.954027,3,3,2,28/11/2008
ACCID1781,460390,451790,-1.08111,53.95868,3,1,1,28/11/2008
ACCID1782,457750,450900,-1.121508,53.950983,2,2,1,01/12/2008
ACCID1783,458280,448390,-1.113911,53.928367,3,1,1,02/12/2008
ACCID1784,460150,450710,-1.084979,53.949003,3,1,2,30/11/2008
ACCID1785,461280,451340,-1.067638,53.954532,3,2,2,02/12/2008
ACCID1786,456320,457130,-1.142145,54.007129,3,3,1,03/12/2008
ACCID1787,461510,452560,-1.063887,53.965468,3,1,1,03/12/2008
ACCID1788,459720,451440,-1.091388,53.955613,3,2,1,05/12/2008
ACCID1789,459970,455260,-1.086828,53.989913,3,2,3,06/12/2008
ACCID1790,459040,448310,-1.102353,53.927562,3,2,1,06/12/2008
ACCID1791,461260,452680,-1.067674,53.966577,3,2,1,07/12/2008
ACCID1792,456930,452980,-1.133613,53.969767,3,2,1,05/12/2008
ACCID1793,459530,451220,-1.094326,53.953658,2,1,1,05/12/2008
ACCID1794,468430,446890,-0.959692,53.913647,3,1,1,15/01/2008
ACCID1795,466260,457900,-0.990335,54.01287,3,2,1,15/01/2008
ACCID1796,461310,452490,-1.06695,53.964863,3,2,1,10/12/2008
ACCID1797,456950,453070,-1.133292,53.970573,3,2,1,11/12/2008
ACCID1798,462710,451280,-1.045861,53.953822,3,1,1,11/12/2008
ACCID1799,462490,446590,-1.050171,53.911701,3,1,1,09/12/2008
ACCID1800,463740,451220,-1.03018,53.953157,2,1,1,09/12/2008
ACCID1801,460110,450520,-1.085626,53.9473,3,1,1,12/12/2008
ACCID1802,460350,451660,-1.081745,53.957517,3,1,1,13/12/2008
ACCID1803,458850,455300,-1.1039,53.990401,3,2,1,13/12/2008
ACCID1804,459710,443640,-1.093061,53.885517,3,1,1,14/12/2008
ACCID1805,460310,453100,-1.08207,53.970462,2,2,1,15/12/2008
ACCID1806,460760,451170,-1.075595,53.953065,3,2,1,15/12/2008
ACCID1807,460090,452260,-1.085589,53.962939,3,1,1,15/12/2008
ACCID1808,459670,451480,-1.092142,53.955978,3,2,3,16/12/2008
ACCID1809,459470,451030,-1.095277,53.951957,3,1,1,16/12/2008
ACCID1810,460850,452500,-1.073958,53.965007,3,2,1,17/12/2008
ACCID1811,466950,453220,-0.980834,53.970725,2,2,2,18/12/2008
ACCID1812,460970,451940,-1.072241,53.959961,3,2,1,18/12/2008
ACCID1813,455750,447480,-1.152602,53.920467,3,1,1,19/12/2008
ACCID1814,465360,451920,-1.005348,53.959246,3,2,1,21/12/2008
ACCID1815,459710,451410,-1.091546,53.955344,3,2,1,23/12/2008
ACCID1816,461240,452660,-1.067982,53.966399,3,2,1,24/12/2008
ACCID1817,460920,450780,-1.073234,53.949542,3,3,1,20/12/2008
ACCID1818,466480,453010,-0.988044,53.968898,1,2,1,26/12/2008
ACCID1819,460880,449690,-1.074061,53.939751,3,2,1,16/01/2008
ACCID1820,459360,455740,-1.096037,53.994297,2,2,1,16/01/2008
ACCID1821,455940,453360,-1.148634,53.973289,3,2,2,16/01/2008
ACCID1822,458690,451400,-1.10709,53.955371,2,1,2,27/12/2008
ACCID1823,462590,445620,-1.048847,53.902971,3,1,1,27/12/2008
ACCID1824,457750,450890,-1.121509,53.950893,3,2,1,31/12/2008
ACCID1825,459780,458460,-1.089098,54.018693,3,2,1,17/01/2008
ACCID1826,460940,448180,-1.073448,53.926174,3,3,4,18/01/2008
